SerialNumber,ModelName,ProductLine,Weight,WeightClass,SellDate,ReceiveDate,InventoryDays,Cost,Revenue,Profit,ProfitMargin,ROI,RevenueQuartile,StoreID,StoreName,State,City,SaleLocation,Usage
I89JPER6DI,SY235,SY,235,Large,2023-08-26,2023-04-09,139.0,802.0,1019.0,217.0,21.295387634936212,27.057356608478806,Q3,1,Atlas Equipment,CA,San Diego,"San Diego, CA",General
7EXCGXB523,SY50,SY,50,Medium,2023-05-13,2023-04-09,34.0,429.0,546.0,117.0,21.428571428571427,27.27272727272727,Q1,1,Atlas Equipment,MA,Middlesex,"Middlesex, MA",Education
4Z2O02P38E,SY500,SY,500,Large,2023-10-28,2023-04-09,202.0,783.0,1133.0,350.0,30.89143865842895,44.699872286079184,Q3,2,Summit Machinery,TX,Harris,"Harris, TX",Civil
235LMKTPNG,SCA75,SCA,75,Medium,2024-06-02,2023-04-09,420.0,656.0,1026.3,370.29999999999995,36.08106791386534,56.448170731707314,Q3,3,Pioneer Industrial,NY,Suffolk,"Suffolk, NY",Other
0W4ANSJ5EC,SY16,SY,16,Small,2023-06-13,2023-04-09,65.0,429.0,537.0,108.0,20.11173184357542,25.174825174825177,Q1,3,Pioneer Industrial,RI,Providence,"Providence, RI",Civil
7T11AX7T64,SCA500,SCA,500,Large,2023-04-14,2023-04-09,5.0,956.0,1200.0,244.0,20.333333333333332,25.523012552301257,Q4,1,Atlas Equipment,MI,Washtenaw,"Washtenaw, MI",Civil
QM58GVR1JQ,SY500,SY,500,Large,2023-08-09,2023-04-09,122.0,456.0,586.0,130.0,22.18430034129693,28.50877192982456,Q1,3,Pioneer Industrial,TN,Davidson,"Davidson, TN",Health
2G8IRSVMQK,SCA235,SCA,235,Large,2023-07-04,2023-04-09,86.0,604.0,905.0,301.0,33.25966850828729,49.83443708609271,Q3,4,Everest Heavy Duty,FL,Orange,"Orange, FL",Construction
5HB5KIHPTN,SCA35,SCA,35,Small,2023-08-30,2023-04-09,143.0,606.0,1074.0,468.0,43.575418994413404,77.22772277227723,Q3,4,Everest Heavy Duty,PA,Philadelphia,"Philadelphia, PA",General
Z9OI815Y2W,SY235,SY,235,Large,2023-07-21,2023-04-09,103.0,606.0,1196.0,590.0,49.331103678929765,97.35973597359737,Q4,1,Atlas Equipment,PA,Lancaster,"Lancaster, PA",General
OFDPZANYOK,SCA16,SCA,16,Small,2023-06-15,2023-04-09,67.0,820.0,1056.0,236.0,22.348484848484848,28.780487804878046,Q3,2,Summit Machinery,NC,Mecklenburg,"Mecklenburg, NC",Education
MFI7Q53EXE,SY35,SY,35,Small,2023-07-30,2023-04-10,111.0,429.0,555.0,126.0,22.702702702702705,29.37062937062937,Q1,1,Atlas Equipment,WA,King,"King, WA",General
MS3NYIU7PI,SCA135,SCA,135,Medium,2023-07-21,2023-04-10,102.0,535.0,665.0,130.0,19.548872180451127,24.299065420560748,Q2,1,Atlas Equipment,TX,Bexar,"Bexar, TX",Other
I4J1OC8JSC,SY50,SY,50,Medium,2023-04-20,2023-04-10,10.0,820.0,1037.0,217.0,20.925747348119575,26.463414634146343,Q3,5,Liberty Machines,NJ,Essex,"Essex, NJ",General
A70GTYFOLI,SY75,SY,75,Medium,2024-05-27,2023-04-10,413.0,358.0,554.4000000000001,196.4000000000001,35.42568542568544,54.86033519553075,Q1,1,Atlas Equipment,OH,Franklin,"Franklin, OH",Health
4H22NAM545,SCA335,SCA,335,Large,2023-09-04,2023-04-10,147.0,322.0,432.0,110.0,25.462962962962965,34.161490683229815,Q1,2,Summit Machinery,IL,Lake,"Lake, IL",General
H5ZKGL1ROM,SCA500,SCA,500,Large,2023-06-21,2023-04-10,72.0,535.0,667.0,132.0,19.79010494752624,24.67289719626168,Q2,3,Pioneer Industrial,KS,Sedgwick,"Sedgwick, KS",Civil
AQKSC96D1W,SY35,SY,35,Small,2023-07-30,2023-04-10,111.0,358.0,453.0,95.0,20.97130242825607,26.536312849162012,Q1,3,Pioneer Industrial,SC,Charleston,"Charleston, SC",Home
6J7AH0P8QN,SCA135,SCA,135,Medium,2023-06-13,2023-04-10,64.0,783.0,1242.0,459.0,36.95652173913043,58.620689655172406,Q4,2,Summit Machinery,IL,Kane,"Kane, IL",Home
T3QB1MKQET,SY35,SY,35,Small,2024-05-14,2023-04-10,400.0,429.0,644.6,215.60000000000002,33.44709897610922,50.25641025641027,Q2,1,Atlas Equipment,OH,Cuyahoga,"Cuyahoga, OH",Civil
9EN7KGNBZZ,SY500,SY,500,Large,2023-07-03,2023-04-10,84.0,751.0,1210.0,459.0,37.933884297520656,61.118508655126504,Q4,1,Atlas Equipment,WI,La Crosse,"La Crosse, WI",Civil
6D2JSVC32C,SCA155,SCA,155,Large,2023-08-17,2023-04-10,129.0,456.0,573.0,117.0,20.418848167539267,25.657894736842106,Q1,2,Summit Machinery,GA,DeKalb,"DeKalb, GA",General
H0GFWGXBEF,SY35,SY,35,Small,2023-06-14,2023-04-10,65.0,502.0,659.0,157.0,23.823975720789075,31.274900398406373,Q2,1,Atlas Equipment,GA,Fulton,"Fulton, GA",Civil
CBVB6B62V2,SY35,SY,35,Small,2023-06-05,2023-04-10,56.0,322.0,393.0,71.0,18.06615776081425,22.049689440993788,Q1,2,Summit Machinery,NV,Washoe,"Washoe, NV",Rental
73QY6S7GLH,SCA50,SCA,50,Medium,2023-04-16,2023-04-10,6.0,783.0,1067.0,284.0,26.61668228678538,36.27075351213283,Q3,1,Atlas Equipment,OK,Tulsa,"Tulsa, OK",General
6HOB9YVRIE,SY16,SY,16,Small,2023-04-24,2023-04-10,14.0,794.0,1718.0,924.0,53.783469150174625,116.3727959697733,Q4,1,Atlas Equipment,VA,Fairfax,"Fairfax, VA",Education
INKBTN6EHH,SCA235,SCA,235,Large,2023-08-26,2023-04-10,138.0,783.0,1068.0,285.0,26.685393258426966,36.39846743295019,Q3,2,Summit Machinery,KS,Johnson,"Johnson, KS",Construction
LC28SFF8ML,SY75,SY,75,Medium,2023-07-07,2023-04-10,88.0,884.0,1699.0,815.0,47.9693937610359,92.19457013574662,Q4,1,Atlas Equipment,OH,Cuyahoga,"Cuyahoga, OH",Education
0SVTWMKCS2,SY75,SY,75,Medium,2024-05-20,2023-04-10,406.0,358.0,540.1,182.10000000000002,33.71597852249584,50.8659217877095,Q1,3,Pioneer Industrial,WY,Laramie,"Laramie, WY",Other
YOB1XU1YET,SY75,SY,75,Medium,2023-05-04,2023-04-10,24.0,656.0,821.0,165.0,20.09744214372716,25.152439024390244,Q2,3,Pioneer Industrial,TN,Knox,"Knox, TN",Education
FJO17F6BR7,SCA16,SCA,16,Small,2023-05-24,2023-04-10,44.0,604.0,777.0,173.0,22.265122265122265,28.642384105960268,Q2,4,Everest Heavy Duty,VA,Fairfax,"Fairfax, VA",General
A2JTLS8CYL,SCA75,SCA,75,Medium,2023-08-04,2023-04-11,115.0,608.0,804.0,196.0,24.378109452736318,32.23684210526316,Q2,1,Atlas Equipment,VA,Prince William,"Prince William, VA",General
WNP87OTBFN,SY135,SY,135,Medium,2023-07-24,2023-04-11,104.0,535.0,688.0,153.0,22.238372093023255,28.598130841121495,Q2,1,Atlas Equipment,TX,Travis,"Travis, TX",Rental
AGY0SI2A48,SY135,SY,135,Medium,2023-07-19,2023-04-11,99.0,554.0,849.0,295.0,34.746760895170794,53.24909747292419,Q2,1,Atlas Equipment,SC,Charleston,"Charleston, SC",Health
C0W2L4WLVW,SCA335,SCA,335,Large,2023-06-24,2023-04-11,74.0,,1391.0,,,,Q4,3,Pioneer Industrial,CT,New Haven,"New Haven, CT",Education
C9MYY6XKB2,SY500,SY,500,Large,2024-05-06,2023-04-11,391.0,343.68,507.0,163.32,32.21301775147929,47.52094972067039,Q1,4,Everest Heavy Duty,OK,Oklahoma,"Oklahoma, OK",Rental
8MBC7D9YHQ,SCA155,SCA,155,Large,2023-05-30,2023-04-11,49.0,502.0,620.0,118.0,19.032258064516128,23.50597609561753,Q1,1,Atlas Equipment,NV,Washoe,"Washoe, NV",Construction
XLODE615XS,SY500,SY,500,Large,2023-07-14,2023-04-11,94.0,358.0,454.0,96.0,21.145374449339208,26.81564245810056,Q1,4,Everest Heavy Duty,PA,Philadelphia,"Philadelphia, PA",Civil
UK8YTRR27X,SCA335,SCA,335,Large,2023-05-11,2023-04-11,30.0,502.0,613.0,111.0,18.107667210440457,22.111553784860558,Q1,1,Atlas Equipment,MN,Ramsey,"Ramsey, MN",Rental
4FGM8LZM37,SY35,SY,35,Small,2023-06-29,2023-04-11,79.0,902.0,1244.0,342.0,27.491961414790993,37.91574279379157,Q4,2,Summit Machinery,CA,Tulare,"Tulare, CA",Home
9MN3IY7NGI,SCA16,SCA,16,Small,2023-07-05,2023-04-11,85.0,794.0,1518.0,724.0,47.69433465085639,91.183879093199,Q4,3,Pioneer Industrial,GA,Fulton,"Fulton, GA",Home
N1AXH8MYKZ,TH75,TH,75,Medium,2023-11-09,2023-04-11,212.0,326.0,562.0,236.0,41.99288256227758,72.39263803680981,Q1,5,Liberty Machines,MI,Washtenaw,"Washtenaw, MI",Civil
BSI233KAMU,SY155,SY,155,Large,2023-09-11,2023-04-11,153.0,604.0,990.0,386.0,38.98989898989899,63.90728476821192,Q3,3,Pioneer Industrial,TN,Davidson,"Davidson, TN",Home
AIH4FBIX50,SY155,SY,155,Large,2024-06-04,2023-04-11,420.0,606.0,810.0,204.0,25.185185185185183,33.663366336633665,Q2,5,Liberty Machines,PA,Lancaster,"Lancaster, PA",Home
AO3D978CXS,SCA35,SCA,35,Small,2023-06-09,2023-04-11,59.0,429.0,532.0,103.0,19.360902255639097,24.00932400932401,Q1,1,Atlas Equipment,MO,Jackson,"Jackson, MO",General
FOK8WFUJES,SCA16,SCA,16,Small,2023-04-18,2023-04-12,6.0,554.0,891.0,337.0,37.82267115600449,60.83032490974729,Q3,4,Everest Heavy Duty,NM,Bernalillo,"Bernalillo, NM",Rental
NHOZOXGON4,SY155,SY,155,Large,2023-08-20,2023-04-12,130.0,608.0,789.0,181.0,22.9404309252218,29.769736842105267,Q2,1,Atlas Equipment,MI,Wayne,"Wayne, MI",Home
MTBYJTW0SG,SY35,SY,35,Small,2023-07-04,2023-04-12,83.0,322.0,399.0,77.0,19.298245614035086,23.91304347826087,Q1,4,Everest Heavy Duty,WA,Pierce,"Pierce, WA",General
SO9Z852JAC,SCA75,SCA,75,Medium,2023-06-18,2023-04-12,67.0,429.0,527.0,98.0,18.59582542694497,22.843822843822846,Q1,2,Summit Machinery,IL,Lake,"Lake, IL",Home
L4HI6VM4QN,SY35,SY,35,Small,2023-06-01,2023-04-12,50.0,535.0,680.0,145.0,21.323529411764707,27.102803738317753,Q2,4,Everest Heavy Duty,NY,Queens,"Queens, NY",Home
1VYU5FZGFG,SCA50,SCA,50,Medium,2023-06-22,2023-04-12,71.0,326.0,630.0,304.0,48.25396825396825,93.25153374233128,Q2,2,Summit Machinery,NY,Suffolk,"Suffolk, NY",Other
WDLUXQ71GC,SY335,SY,335,Large,2023-10-06,2023-04-12,177.0,802.0,1384.0,582.0,42.052023121387286,72.56857855361596,Q4,3,Pioneer Industrial,VA,Fairfax,"Fairfax, VA",Home
LYJY7S0MS8,SCA500,SCA,500,Large,2023-05-17,2023-04-12,35.0,751.0,836.0,85.0,10.167464114832537,11.318242343541945,Q2,2,Summit Machinery,TX,Harris,"Harris, TX",General
OYTVQV8H32,SCA500,SCA,500,Large,2023-05-31,2023-04-12,49.0,674.0,794.0,120.0,15.113350125944585,17.804154302670625,Q2,3,Pioneer Industrial,CA,Kern,"Kern, CA",General
L98N067OF7,SCA335,SCA,335,Large,2023-07-18,2023-04-12,97.0,326.0,612.0,286.0,46.73202614379085,87.73006134969326,Q1,1,Atlas Equipment,NY,Onondaga,"Onondaga, NY",Other
GT83J0KD73,SY335,SY,335,Large,2023-07-07,2023-04-12,86.0,358.0,466.0,108.0,23.17596566523605,30.16759776536313,Q1,1,Atlas Equipment,KY,Jefferson,"Jefferson, KY",Education
D2N727QMV6,SCA135,SCA,135,Medium,2024-06-02,2023-04-12,417.0,606.0,854.0,248.0,29.039812646370024,40.92409240924093,Q2,2,Summit Machinery,IL,Kane,"Kane, IL",Civil
QGLPPO6SSR,SY235,SY,235,Large,2023-07-06,2023-04-12,85.0,535.0,659.0,124.0,18.81638846737481,23.177570093457945,Q2,1,Atlas Equipment,TN,Knox,"Knox, TN",Education
U3I9BVSC3B,SCA235,SCA,235,Large,2023-06-10,2023-04-12,59.0,322.0,418.0,96.0,22.966507177033492,29.81366459627329,Q1,4,Everest Heavy Duty,FL,Hillsborough,"Hillsborough, FL",Education
R2TGOGUVBV,TH75,TH,75,Medium,2023-06-01,2023-04-12,50.0,820.0,1074.0,254.0,23.649906890130353,30.975609756097562,Q3,1,Atlas Equipment,KS,Johnson,"Johnson, KS",General
39UG52MFPW,SY35,SY,35,Small,2023-08-07,2023-04-12,117.0,429.0,556.0,127.0,22.841726618705035,29.603729603729604,Q1,5,Liberty Machines,IL,Lake,"Lake, IL",General
ZND40AXK5A,SCA135,SCA,135,Medium,2023-08-18,2023-04-12,128.0,956.0,1238.0,282.0,22.778675282714055,29.497907949790797,Q4,2,Summit Machinery,TN,Shelby,"Shelby, TN",General
UXT6A2ZGQ0,SY16,SY,16,Small,2023-06-20,2023-04-12,69.0,502.0,629.0,127.0,20.190779014308426,25.298804780876495,Q2,1,Atlas Equipment,VA,Fairfax,"Fairfax, VA",General
T20F3XBWCM,SCA135,SCA,135,Medium,2023-07-09,2023-04-12,88.0,783.0,1116.0,333.0,29.838709677419356,42.5287356321839,Q3,4,Everest Heavy Duty,MO,St. Louis,"St. Louis, MO",Civil
FHXXNHORO7,SCA50,SCA,50,Medium,2023-07-04,2023-04-12,83.0,822.0,1087.0,265.0,24.379024839006437,32.23844282238443,Q3,3,Pioneer Industrial,CA,Los Angeles,"Los Angeles, CA",Home
NZKIGYLJF5,SCA35,SCA,35,Small,2023-04-24,2023-04-12,12.0,502.0,622.0,120.0,19.292604501607716,23.904382470119522,Q1,2,Summit Machinery,GA,Fulton,"Fulton, GA",Other
N2Y0BMFWLD,SY335,SY,335,Large,2023-07-13,2023-04-13,91.0,326.0,640.0,314.0,49.0625,96.31901840490798,Q2,2,Summit Machinery,SC,Charleston,"Charleston, SC",General
3UVCVWWRIA,TH75,TH,75,Medium,2023-05-15,2023-04-13,32.0,783.0,880.0,97.0,11.022727272727273,12.388250319284802,Q3,3,Pioneer Industrial,NY,Queens,"Queens, NY",Education
N0J75K8RIM,SCA16,SCA,16,Small,2023-06-22,2023-04-13,70.0,802.0,960.0,158.0,16.458333333333332,19.70074812967581,Q3,1,Atlas Equipment,TX,Harris,"Harris, TX",Construction
09U2HLIB1B,SY50,SY,50,Medium,2023-06-15,2023-04-13,63.0,535.0,670.0,135.0,20.149253731343283,25.233644859813083,Q2,5,Liberty Machines,MN,Hennepin,"Hennepin, MN",Rental
DD8BPADUI3,TH335,TH,335,Large,2023-06-28,2023-04-13,76.0,802.0,1218.0,416.0,34.15435139573071,51.87032418952619,Q4,4,Everest Heavy Duty,WI,Waukesha,"Waukesha, WI",Home
T92UIT7E87,SY155,SY,155,Large,2023-04-15,2023-04-13,2.0,456.0,551.0,95.0,17.24137931034483,20.833333333333336,Q1,3,Pioneer Industrial,NY,Albany,"Albany, NY",Home
3CEZN5UCWI,TH135,TH,135,Medium,2023-06-25,2023-04-13,73.0,535.0,697.0,162.0,23.242467718794835,30.2803738317757,Q2,1,Atlas Equipment,WI,La Crosse,"La Crosse, WI",Construction
KEW4XT1IA8,SCA500,SCA,500,Large,2023-08-26,2023-04-13,135.0,535.0,693.0,158.0,22.7994227994228,29.53271028037383,Q2,3,Pioneer Industrial,NY,Suffolk,"Suffolk, NY",Civil
XD3SO8S7LR,TH35,TH,35,Small,2023-06-06,2023-04-13,54.0,822.0,1059.0,237.0,22.379603399433428,28.832116788321166,Q3,1,Atlas Equipment,ME,Cumberland,"Cumberland, ME",Home
36TBAM99IK,TH75,TH,75,Medium,2023-05-06,2023-04-13,23.0,535.0,671.0,136.0,20.268256333830102,25.42056074766355,Q2,1,Atlas Equipment,NE,Douglas,"Douglas, NE",Other
3OXE8BOYUK,SY35,SY,35,Small,2023-06-10,2023-04-13,58.0,,699.0,,,,Q2,1,Atlas Equipment,CO,Arapahoe,"Arapahoe, CO",Construction
YVYZVKZNFA,TH335,TH,335,Large,2023-07-17,2023-04-13,95.0,535.0,699.0,164.0,23.462088698140203,30.654205607476637,Q2,2,Summit Machinery,OH,Franklin,"Franklin, OH",General
5Z7H7ZLCQY,SY235,SY,235,Large,2023-07-13,2023-04-13,91.0,502.0,654.0,152.0,23.24159021406728,30.278884462151396,Q2,4,Everest Heavy Duty,KS,Sedgwick,"Sedgwick, KS",Rental
ZORTQE5POL,SY35,SY,35,Small,2023-07-02,2023-04-14,79.0,674.0,1180.0,506.0,42.88135593220339,75.07418397626114,Q3,4,Everest Heavy Duty,RI,Providence,"Providence, RI",Home
O2VP2GHMKE,SY35,SY,35,Small,2023-06-27,2023-04-14,74.0,251.0,331.0,80.0,24.169184290030213,31.872509960159363,Q1,3,Pioneer Industrial,NV,Washoe,"Washoe, NV",Home
GVB3U52ZZI,SCA16,SCA,16,Small,2023-08-21,2023-04-14,129.0,751.0,1155.0,404.0,34.97835497835498,53.79494007989347,Q3,2,Summit Machinery,MO,St. Louis,"St. Louis, MO",General
MK47CGBIM7,SY135,SY,135,Medium,2023-07-12,2023-04-14,89.0,656.0,825.0,169.0,20.484848484848484,25.76219512195122,Q2,2,Summit Machinery,OK,Oklahoma,"Oklahoma, OK",Civil
I9MD2M5X6R,SY75,SY,75,Medium,2023-06-09,2023-04-14,56.0,251.0,324.0,73.0,22.530864197530864,29.08366533864542,Q1,2,Summit Machinery,AL,Montgomery,"Montgomery, AL",Health
0WKLOE7R3L,SY16,SY,16,Small,2023-04-16,2023-04-14,2.0,456.0,581.0,125.0,21.514629948364888,27.412280701754387,Q1,5,Liberty Machines,CA,San Mateo,"San Mateo, CA",Construction
4OLEZTXP20,SY50,SY,50,Medium,2023-05-25,2023-04-14,41.0,606.0,1257.0,651.0,51.78997613365155,107.42574257425743,Q4,1,Atlas Equipment,FL,Miami-Dade,"Miami-Dade, FL",Rental
DCRB91PMO4,SCA135,SCA,135,Medium,2023-05-04,2023-04-14,20.0,674.0,945.0,271.0,28.677248677248677,40.20771513353116,Q3,4,Everest Heavy Duty,NY,Bronx,"Bronx, NY",Transportation
CYM1ITTRQ1,TH155,TH,155,Large,2023-06-24,2023-04-14,71.0,251.0,323.0,72.0,22.291021671826623,28.68525896414343,Q1,2,Summit Machinery,NJ,Union,"Union, NJ",Home
4XOHXGI8UO,SY75,SY,75,Medium,2023-06-11,2023-04-14,58.0,608.0,746.0,138.0,18.498659517426276,22.697368421052634,Q2,2,Summit Machinery,IL,Kane,"Kane, IL",Home
M466PJUPLF,SY155,SY,155,Large,2023-06-05,2023-04-14,52.0,606.0,1259.0,653.0,51.86656076250993,107.75577557755776,Q4,3,Pioneer Industrial,WA,King,"King, WA",Home
N1R59X8B26,SCA235,SCA,235,Large,2023-10-27,2023-04-15,195.0,251.0,316.0,65.0,20.569620253164558,25.89641434262948,Q1,2,Summit Machinery,GA,DeKalb,"DeKalb, GA",General
UXMAQ68WJ2,SY335,SY,335,Large,2023-05-14,2023-04-15,29.0,502.0,630.0,128.0,20.317460317460316,25.49800796812749,Q2,4,Everest Heavy Duty,WA,Snohomish,"Snohomish, WA",Home
BPA8A5Z1W5,SCA16,SCA,16,Small,2023-06-03,2023-04-15,49.0,751.0,1083.0,332.0,30.655586334256697,44.207723035952064,Q3,4,Everest Heavy Duty,GA,Gwinnett,"Gwinnett, GA",Home
7HU8L9SZTF,SY235,SY,235,Large,2023-05-11,2023-04-15,26.0,326.0,679.0,353.0,51.98821796759942,108.28220858895705,Q2,2,Summit Machinery,CA,Kern,"Kern, CA",Education
684FY6VRKZ,SCA35,SCA,35,Small,2023-08-10,2023-04-15,117.0,783.0,1229.0,446.0,36.28966639544345,56.960408684546614,Q4,1,Atlas Equipment,NH,Hillsborough,"Hillsborough, NH",Home
J2K6FPG1SY,SCA75,SCA,75,Medium,2023-06-12,2023-04-15,58.0,608.0,762.0,154.0,20.209973753280842,25.32894736842105,Q2,2,Summit Machinery,GA,Fulton,"Fulton, GA",General
XPTY51HH3D,TH500,TH,500,Large,2023-08-03,2023-04-15,110.0,326.0,633.0,307.0,48.49921011058452,94.1717791411043,Q2,4,Everest Heavy Duty,NY,Queens,"Queens, NY",General
RPFCFKC90Z,SY35,SY,35,Small,2024-07-15,2023-04-15,457.0,326.0,762.1900000000002,436.19000000000017,57.22851257560452,133.80061349693258,Q2,2,Summit Machinery,OH,Summit,"Summit, OH",Home
5MIBXTDLDB,SY75,SY,75,Medium,2023-06-25,2023-04-15,71.0,674.0,764.0,90.0,11.780104712041885,13.353115727002967,Q2,3,Pioneer Industrial,WV,Kanawha,"Kanawha, WV",Home
VB7Q5OUBZA,SY75,SY,75,Medium,2023-04-28,2023-04-15,13.0,358.0,462.0,104.0,22.51082251082251,29.05027932960894,Q1,3,Pioneer Industrial,AZ,Mohave,"Mohave, AZ",Civil
FQCUNAD227,TH50,TH,50,Medium,2023-05-07,2023-04-15,22.0,,989.0,,,,Q3,3,Pioneer Industrial,OK,Tulsa,"Tulsa, OK",Civil
B5TOHN0IPW,SY35,SY,35,Small,2023-06-18,2023-04-15,64.0,794.0,1556.0,762.0,48.97172236503856,95.96977329974811,Q4,1,Atlas Equipment,TX,Bexar,"Bexar, TX",General
UNFHTC5CKP,SY50,SY,50,Medium,2023-05-07,2023-04-16,21.0,956.0,1164.0,208.0,17.869415807560138,21.75732217573222,Q3,3,Pioneer Industrial,AL,Jefferson,"Jefferson, AL",Home
M3CJUF8SQF,SCA500,SCA,500,Large,2023-05-05,2023-04-16,19.0,794.0,1700.0,906.0,53.294117647058826,114.1057934508816,Q4,4,Everest Heavy Duty,CA,Los Angeles,"Los Angeles, CA",General
YXAM0WJA08,TH335,TH,335,Large,2023-07-22,2023-04-16,97.0,326.0,597.0,271.0,45.39363484087102,83.12883435582822,Q1,1,Atlas Equipment,GA,DeKalb,"DeKalb, GA",Health
BSYMGR2VDD,SY75,SY,75,Medium,2023-06-03,2023-04-16,48.0,802.0,1074.0,272.0,25.32588454376164,33.915211970074814,Q3,1,Atlas Equipment,FL,Palm Beach,"Palm Beach, FL",Education
YSH3YTIBG7,SY235,SY,235,Large,2023-05-09,2023-04-16,23.0,535.0,670.0,135.0,20.149253731343283,25.233644859813083,Q2,4,Everest Heavy Duty,TX,Harris,"Harris, TX",Health
RF7D4Z0BYM,SCA500,SCA,500,Large,2023-08-08,2023-04-16,114.0,783.0,890.0,107.0,12.022471910112358,13.665389527458494,Q3,1,Atlas Equipment,IL,Cook,"Cook, IL",General
5BGEXVC93D,TH75,TH,75,Medium,2023-05-11,2023-04-16,25.0,802.0,1364.0,562.0,41.20234604105572,70.07481296758104,Q4,4,Everest Heavy Duty,UT,Salt Lake,"Salt Lake, UT",Health
CZJ8ZP9O5V,SCA235,SCA,235,Large,2023-07-29,2023-04-16,104.0,326.0,646.0,320.0,49.53560371517028,98.15950920245399,Q2,2,Summit Machinery,NY,Suffolk,"Suffolk, NY",Civil
3XHVPAHBFU,TH335,TH,335,Large,2023-06-19,2023-04-16,64.0,606.0,1195.0,589.0,49.28870292887029,97.1947194719472,Q4,1,Atlas Equipment,TN,Shelby,"Shelby, TN",Construction
AJSWS1CGNB,SY155,SY,155,Large,2023-05-02,2023-04-17,15.0,467.0,694.0,227.0,32.70893371757925,48.60813704496788,Q2,4,Everest Heavy Duty,FL,Palm Beach,"Palm Beach, FL",Civil
CCDATDT7PG,SY16,SY,16,Small,2023-04-20,2023-04-17,3.0,820.0,1023.0,203.0,19.843597262952102,24.75609756097561,Q3,2,Summit Machinery,TX,Harris,"Harris, TX",Civil
HMP9NYSXYZ,SY50,SY,50,Medium,2023-07-12,2023-04-17,86.0,802.0,1165.0,363.0,31.158798283261802,45.261845386533665,Q3,2,Summit Machinery,CA,San Mateo,"San Mateo, CA",General
2NIHL6WICA,SCA35,SCA,35,Small,2023-06-08,2023-04-17,52.0,554.0,951.0,397.0,41.74553101997897,71.66064981949458,Q3,2,Summit Machinery,WY,Natrona,"Natrona, WY",General
LDYV2YABZE,SCA335,SCA,335,Large,2023-06-06,2023-04-17,50.0,429.0,564.0,135.0,23.93617021276596,31.46853146853147,Q1,2,Summit Machinery,SC,Charleston,"Charleston, SC",Other
A0XI4GI2WH,SY35,SY,35,Small,2023-06-28,2023-04-17,72.0,820.0,1003.0,183.0,18.24526420737787,22.317073170731707,Q3,1,Atlas Equipment,NM,Bernalillo,"Bernalillo, NM",Other
REPRPZ7QU9,SCA335,SCA,335,Large,2023-06-28,2023-04-17,72.0,604.0,856.0,252.0,29.439252336448597,41.72185430463576,Q2,2,Summit Machinery,NY,Queens,"Queens, NY",Home
66R7H7PGZO,SY35,SY,35,Small,2023-06-03,2023-04-17,47.0,535.0,684.0,149.0,21.783625730994153,27.850467289719628,Q2,4,Everest Heavy Duty,CA,Monterey,"Monterey, CA",Education
B4DS1V6VMO,SCA35,SCA,35,Small,2023-07-10,2023-04-17,84.0,884.0,1708.0,824.0,48.24355971896955,93.21266968325791,Q4,1,Atlas Equipment,MA,Middlesex,"Middlesex, MA",General
W5ECJ9X3NX,SCA75,SCA,75,Medium,2023-05-18,2023-04-17,31.0,535.0,685.0,150.0,21.897810218978105,28.037383177570092,Q2,3,Pioneer Industrial,TN,Knox,"Knox, TN",Rental
16LTJGSFPE,SY235,SY,235,Large,2023-08-09,2023-04-17,114.0,674.0,1139.0,465.0,40.8252853380158,68.99109792284867,Q3,1,Atlas Equipment,IL,Kane,"Kane, IL",Other
HPLWMNIQZ0,SY35,SY,35,Small,2023-05-23,2023-04-17,36.0,604.0,1044.0,440.0,42.1455938697318,72.84768211920529,Q3,4,Everest Heavy Duty,MO,St. Louis,"St. Louis, MO",Civil
6OQJ9FC1LT,TH50,TH,50,Medium,2023-05-27,2023-04-17,40.0,467.0,673.0,206.0,30.60921248142645,44.11134903640257,Q2,1,Atlas Equipment,MI,Washtenaw,"Washtenaw, MI",Education
L2RC9SY6BK,TH500,TH,500,Large,2023-12-07,2023-04-17,234.0,429.0,581.0,152.0,26.161790017211707,35.43123543123543,Q1,5,Liberty Machines,CA,Santa Barbara,"Santa Barbara, CA",Other
A3I3E35I5O,TH500,TH,500,Large,2023-07-04,2023-04-18,77.0,822.0,1009.0,187.0,18.533201189296335,22.74939172749392,Q3,2,Summit Machinery,NJ,Hudson,"Hudson, NJ",Civil
EBNCHTV919,SCA75,SCA,75,Medium,2023-09-24,2023-04-18,159.0,604.0,1014.0,410.0,40.433925049309664,67.88079470198676,Q3,1,Atlas Equipment,KS,Johnson,"Johnson, KS",General
LDI5NR39HE,SCA16,SCA,16,Small,2023-05-24,2023-04-18,36.0,656.0,853.0,197.0,23.094958968347008,30.03048780487805,Q2,1,Atlas Equipment,FL,Hillsborough,"Hillsborough, FL",Civil
JK3ZPVR1QA,SY500,SY,500,Large,2023-04-25,2023-04-18,7.0,326.0,664.0,338.0,50.903614457831324,103.68098159509202,Q2,1,Atlas Equipment,CA,Los Angeles,"Los Angeles, CA",General
NGVSF7VQ3W,SY235,SY,235,Large,2023-06-09,2023-04-18,52.0,608.0,755.0,147.0,19.47019867549669,24.177631578947366,Q2,2,Summit Machinery,WA,King,"King, WA",General
3TWKVBBOCT,SCA35,SCA,35,Small,2023-08-11,2023-04-18,115.0,322.0,414.0,92.0,22.22222222222222,28.57142857142857,Q1,2,Summit Machinery,GA,DeKalb,"DeKalb, GA",Other
